,,STOPS MODEL ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APC Collected Data (Flagler),,,,,,,,,,,,,,,
FID_1,ID,STATIONSEQ,STATION,STAT_CODE,STAT_GRP,GRP_NAME,DAILYBOARD,STOP_ID1,STOP_ID2,STOP_ID3,STOP_ID4,STOPSTYPE,NEWSTATION,Agency,FGSTP,STOPSTYPEB,PNR_PEN,DIFFGTFX,WALK_PEN,SAMEGTFX,STPID,KNR_PEN,BoardingBC,LAT,LONG,WPenBK,PpenBK,KpenBK,POINT_X,POINT_Y,FID_2,ROUTE,DAY,DIR,STOP,STOPNAME, DAY_ON , DAY_OFF , DAY_TOT , LAT_1 , LONG_1 , key , District , Distance , Difference ,bin,include.lowest
4328,17673,15773,NW 199 ST@# 1061 (W/F),D199#108,48,MI_GRD,14,9460     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9460,5,16,0,0,10,5,5,-80.2205,25.95655,906,17,1,0,10,NW 199 ST # 1061, 12 , 5 , 17 , 26 , (80), 17-NW 199 ST # 1061 , 10 , 0 , (3),-20 to 0,TRUE
1997,14760,12860,NW 12 AV@NW 195 ST,D12V1954,48,MI_GRD,79,6156     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6156,5,87,0,0,10,5,5,-80.221794,25.952346,907,17,1,0,11,NW 12 AV NW 195 ST, 44 , 7 , 51 , 26 , (80), 17-NW 12 AV NW 195 ST , 10 , 0 , 28 ,20 to 50,TRUE
1779,15766,13866,SW 17 AV@SW 13 ST,C17V#131,46,MI_FRG,17,7251     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7251,5,19,0,0,10,5,5,-80.222267,25.760469,1061,17,1,1,11,SW 17 AV SW 13 ST, 15 , 12 , 27 , 26 , (80), 17-SW 17 AV SW 13 ST , 17 , 0 , (10),-20 to 0,TRUE
1998,14761,12861,NW 12 AV@NW 191 ST,D12V1913,48,MI_GRD,22,6157     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6157,5,24,0,0,10,5,5,-80.221637,25.949532,908,17,1,0,12,NW 12 AV NW 191 ST, 10 , 3 , 13 , 26 , (80), 17-NW 12 AV NW 191 ST , 10 , 0 , 9 ,0 to 20,TRUE
1780,15767,13867,SW 17 AV@SW 12 ST,C17V#122,46,MI_FRG,14,7252     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7252,5,16,0,0,10,5,5,-80.222309,25.761833,1062,17,1,1,12,SW 17 AV SW 12 ST, 11 , 9 , 20 , 26 , (80), 17-SW 17 AV SW 12 ST , 17 , 0 , (6),-20 to 0,TRUE
1999,14762,12862,NW 12 AV@NW 189 TE,D12V1893,48,MI_GRD,1,6158     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6158,5,1,0,0,10,5,5,-80.221543,25.947882,909,17,1,0,13,NW 12 AV NW 189 TE, 2 , 1 , 2 , 26 , (80), 17-NW 12 AV NW 189 TE , 10 , 0 , (1),-20 to 0,TRUE
1781,15768,13868,SW 17 AV@SW 9 ST,C17V##91,46,MI_FRG,17,7253     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7253,5,19,0,0,10,5,5,-80.222377,25.764529,1063,17,1,1,13,SW 17 AV SW 9 ST, 13 , 13 , 26 , 26 , (80), 17-SW 17 AV SW 9 ST , 17 , 0 , (9),-20 to 0,TRUE
2000,14763,12863,NW 12 AV@NW 188 TE,D12V1884,48,MI_GRD,6,6159     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6159,5,7,0,0,10,5,5,-80.221498,25.946703,910,17,1,0,14,NW 12 AV NW 188 TE, 2 , 1 , 3 , 26 , (80), 17-NW 12 AV NW 188 TE , 10 , 0 , 3 ,0 to 20,TRUE
3645,15769,13869,SW 17 AV@SW 8 ST,C17V##82,46,MI_FRG,95,7254     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7254,5,105,0,0,10,5,5,-80.22242,25.76597,1064,17,1,1,14,SW 17 AV SW 8 ST, 79 , 40 , 119 , 26 , (80), 17-SW 17 AV SW 8 ST , 28 , 0 , (24),-50 to -20,TRUE
1956,14753,12853,NW 12 AV@NW 185 TE,D12V1852,48,MI_GRD,3,6149     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6149,5,3,0,0,10,5,5,-80.221288,25.944152,911,17,1,0,15,NW 12 AV NW 186 ST, 1 , 0 , 1 , 26 , (80), 17-NW 12 AV NW 186 ST , 10 , 0 , 2 ,0 to 20,TRUE
3646,15770,13870,SW 17 AV@SW 6 ST,C17V##62,46,MI_FRG,34,7255     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7255,5,38,0,0,10,5,5,-80.2225,25.76789,1065,17,1,1,15,SW 17 AV SW 6 ST, 29 , 15 , 44 , 26 , (80), 17-SW 17 AV SW 6 ST , 28 , 0 , (10),-20 to 0,TRUE
204,10344,8444,NW 12 AV@NW 183 ST,183S12AS,48,MI_GRD,21,500      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,500,5,23,0,0,10,5,5,-80.221173,25.942294,912,17,1,0,16,NW 12 AV NW 183 ST, 6 , 4 , 10 , 26 , (80), 17-NW 12 AV NW 183 ST , 10 , 0 , 11 ,0 to 20,TRUE
217,10347,8447,NW 12 AV@NW 183 ST,183S12AN,48,MI_GRD,10,505      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,505,5,11,0,0,10,5,5,-80.221335,25.942273,912,17,1,0,16,NW 12 AV NW 183 ST, 6 , 4 , 10 , 26 , (80), 17-NW 12 AV NW 183 ST , 10 , 0 , 0 ,0 to 20,TRUE
1949,15073,13173,NW 183 ST@NW 12 AV,D18312V6,48,MI_GRD,17,6503     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6503,5,19,0,0,10,5,5,-80.220619,25.941802,912,17,1,0,16,NW 12 AV NW 183 ST, 6 , 4 , 10 , 26 , (80), 17-NW 12 AV NW 183 ST , 10 , 0 , 7 ,0 to 20,TRUE
1960,15085,13185,NW 183 ST@NW 12 AV,D18312V7,48,MI_GRD,16,6515     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6515,5,18,0,0,10,5,5,-80.220755,25.94201,912,17,1,0,16,NW 12 AV NW 183 ST, 6 , 4 , 10 , 26 , (80), 17-NW 12 AV NW 183 ST , 10 , 0 , 6 ,0 to 20,TRUE
3647,15771,13871,SW 17 AV@SW 4 ST,C17V##42,46,MI_FRG,32,7256     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7256,5,35,0,0,10,5,5,-80.22254,25.76959,1066,17,1,1,16,SW 17 AV SW 4 ST, 19 , 20 , 39 , 26 , (80), 17-SW 17 AV SW 4 ST , 27 , 0 , (7),-20 to 0,TRUE
3648,15772,13872,SW 1 ST@SW 17 AV,C17V##11,46,MI_FRG,101,7257     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7257,5,112,0,0,10,5,5,-80.22268,25.77215,1067,17,1,1,17,SW 1 ST SW 17 AV, 34 , 21 , 55 , 26 , (80), 17-SW 1 ST SW 17 AV , 27 , 0 , 46 ,20 to 50,TRUE
625,10105,8205,NW 17 AV@W FLAGLER ST,17AVFLAN,46,MI_FRG,147,140      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,140,5,162,0,0,10,5,5,-80.222727,25.773552,1068,17,1,1,18,NW 17 AV W FLAGLER ST, 133 , 33 , 166 , 26 , (80), 17-NW 17 AV W FLAGLER ST , 27 , 0 , (19),-20 to 0,TRUE
627,10104,8204,NW 17 AV@W FLAGLER ST,17AVFLAS,46,MI_FRG,30,139      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,139,5,33,0,0,10,5,5,-80.223022,25.773628,1068,17,1,1,18,NW 17 AV W FLAGLER ST, 133 , 33 , 166 , 26 , (80), 17-NW 17 AV W FLAGLER ST , 27 , 0 , (136),-500 to -100,TRUE
2015,15088,13188,NW 183 ST@NW 17 AV,D18317V7,48,MI_GRD,11,6518     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6518,5,12,0,0,10,5,5,-80.228787,25.941685,915,17,1,0,19,NW 183 ST NW 17 AV, 12 , 4 , 15 , 26 , (80), 17-NW 183 ST NW 17 AV , 11 , 0 , (4),-20 to 0,TRUE
3658,15773,13873,NW 17 AV@NW 3 ST,D17V##32,46,MI_FRG,7,7258     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7258,5,8,0,0,10,5,5,-80.22272,25.77643,1069,17,1,1,19,NW 17 AV NW 3 ST, 7 , 9 , 16 , 26 , (80), 17-NW 17 AV NW 3 ST , 27 , 0 , (9),-20 to 0,TRUE
4331,17668,15768,NW 183 ST@NW 17 AV,D18317_7,48,MI_GRD,19,9445     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9445,5,21,0,0,10,5,5,-80.22879,25.94168,915,17,1,0,19,NW 183 ST NW 17 AV, 12 , 4 , 15 , 26 , (80), 17-NW 183 ST NW 17 AV , 11 , 0 , 4 ,0 to 20,TRUE
2003,14790,12890,NW 17 AV@NW 185 ST,D17V1851,48,MI_GRD,3,6187     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6187,5,3,0,0,10,5,5,-80.229267,25.942805,916,17,1,0,20,NW 17 AV NW 185 ST, 2 , 0 , 3 , 26 , (80), 17-NW 17 AV NW 185 ST , 11 , 0 , 0 ,0 to 20,TRUE
3659,15774,13874,NW 17 AV@NW 5 ST,D17V##51,46,MI_FRG,16,7259     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7259,5,18,0,0,10,5,5,-80.2227,25.77787,1070,17,1,1,20,NW 17 AV NW 5 ST, 12 , 8 , 20 , 26 , (80), 17-NW 17 AV NW 5 ST , 27 , 0 , (4),-20 to 0,TRUE
2004,14791,12891,NW 17 AV@NW 186 ST,D17V1861,48,MI_GRD,3,6188     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6188,5,3,0,0,10,5,5,-80.229338,25.944403,917,17,1,0,21,NW 17 AV NW 186 ST, 3 , 2 , 5 , 26 , (80), 17-NW 17 AV NW 186 ST , 11 , 0 , (2),-20 to 0,TRUE
2009,14796,12896,NW 17 AV@NW 186 ST,D17V1864,48,MI_GRD,1,6193     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6193,5,1,0,0,10,5,5,-80.229437,25.944161,917,17,1,0,21,NW 17 AV NW 186 ST, 3 , 2 , 5 , 26 , (80), 17-NW 17 AV NW 186 ST , 11 , 0 , (4),-20 to 0,TRUE
3660,15775,13875,NW 17 AV@NW 7 ST,D17V##71,46,MI_FRG,87,7260     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7260,5,96,0,0,10,5,5,-80.22235,25.77968,1071,17,1,1,21,NW 17 AV NW 7 ST, 75 , 30 , 105 , 26 , (80), 17-NW 17 AV NW 7 ST , 23 , 0 , (18),-20 to 0,TRUE
2005,14792,12892,NW 17 AV@NW 187 TE,D17V1871,48,MI_GRD,5,6189     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6189,5,5,0,0,10,5,5,-80.229407,25.94576,918,17,1,0,22,NW 17 AV NW 187 TE, 4 , 5 , 9 , 26 , (80), 17-NW 17 AV NW 187 TE , 11 , 0 , (4),-20 to 0,TRUE
2008,14795,12895,NW 17 AV@NW 187 TE,D17V1873,48,MI_GRD,1,6192     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6192,5,1,0,0,10,5,5,-80.229533,25.946058,918,17,1,0,22,NW 17 AV NW 187 TE, 4 , 5 , 9 , 26 , (80), 17-NW 17 AV NW 187 TE , 11 , 0 , (8),-20 to 0,TRUE
3606,15776,13876,NW 17 AV@SR 836,D17V8362,46,MI_FRG,5,7261     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7261,5,5,0,0,10,5,5,-80.22274,25.7835,1072,17,1,1,22,NW 17 AV SR 836, 4 , 5 , 9 , 26 , (80), 17-NW 17 AV SR 836 , 23 , 0 , (4),-20 to 0,TRUE
3072,15777,13877,NW 17 AV@NW 14 TE,D17V#141,46,MI_FRG,39,7262     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7262,5,43,0,0,10,5,5,-80.22294,25.78763,1073,17,1,1,23,NW 17 AV NW 14 TE, 39 , 34 , 73 , 26 , (80), 17-NW 17 AV NW 14 TE , 13 , 0 , (34),-50 to -20,TRUE
3079,16323,14423,NW NORTH RIVER DR@NW 17 AV,DNRD17V7,46,MI_FRG,1,7865     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7865,5,1,0,0,10,5,5,-80.2228,25.78714,1073,17,1,1,23,NW 17 AV NW 14 TE, 39 , 34 , 73 , 26 , (80), 17-NW 17 AV NW 14 TE , 13 , 0 , (72),-100 to -50,TRUE
3080,16324,14424,NW NORTH RIVER DR@NW 17 AV,DNRD17V4,46,MI_FRG,12,7873     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7873,5,13,0,0,10,5,5,-80.22176,25.7865,1073,17,1,1,23,NW 17 AV NW 14 TE, 39 , 34 , 73 , 26 , (80), 17-NW 17 AV NW 14 TE , 13 , 0 , (61),-100 to -50,TRUE
3073,15778,13878,NW 17 AV@NW 16 ST,D17V#161,46,MI_FRG,8,7263     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7263,5,9,0,0,10,5,5,-80.22302,25.78952,1074,17,1,1,24,NW 17 AV NW 16 ST, 9 , 9 , 18 , 26 , (80), 17-NW 17 AV NW 16 ST , 13 , 0 , (10),-20 to 0,TRUE
3074,15779,13879,NW 17 AV@NW 17 ST,D17V#171,46,MI_FRG,24,7264     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7264,5,26,0,0,10,5,5,-80.22306,25.79071,1075,17,1,1,25,NW 17 AV NW 17 ST, 18 , 31 , 49 , 26 , (80), 17-NW 17 AV NW 17 ST , 13 , 0 , (25),-50 to -20,TRUE
2024,15119,13219,NW 191 ST@NW 21 AV,D191#217,48,MI_GRD,3,6549     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6549,5,3,0,0,10,5,5,-80.236463,25.948611,923,17,1,0,27,NW 191 ST NW 21 AV, 2 , 2 , 4 , 26 , (80), 17-NW 191 ST NW 21 AV , 11 , 0 , (1),-20 to 0,TRUE
3068,16281,14381,NW 20 ST@NW 15 AV,D20S#158,46,MI_FRG,3,7811     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7811,5,3,0,0,10,5,5,-80.22157,25.79489,1077,17,1,1,27,NW 17 AV NW 20 ST, 76 , 46 , 122 , 26 , (80), 17-NW 17 AV NW 20 ST , 13 , 0 , (119),-500 to -100,TRUE
227,10097,8197,NW 22 AV@NW 190 TE,191S22AS,48,MI_GRD,8,131      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,131,5,9,0,0,10,5,5,-80.237647,25.947916,924,17,1,0,28,NW 22 AV NW 190 TE, 9 , 5 , 14 , 26 , (80), 17-NW 22 AV NW 190 TE , 11 , 0 , (6),-20 to 0,TRUE
3067,15782,13882,NW 17 AV@NW 22 ST,D17V#221,46,MI_FRG,27,7267     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7267,5,30,0,0,10,5,5,-80.2233,25.79733,1078,17,1,1,28,NW 17 AV NW 22 ST, 23 , 30 , 52 , 26 , (80), 17-NW 17 AV NW 22 ST , 13 , 0 , (25),-50 to -20,TRUE
2076,14824,12924,NW 22 AV@NW 188 TE,D22V1884,48,MI_GRD,6,6221     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6221,5,7,0,0,10,5,5,-80.237613,25.946051,925,17,1,0,29,NW 22 AV NW 188 TE, 5 , 2 , 8 , 26 , (80), 17-NW 22 AV NW 188 TE , 11 , 0 , (2),-20 to 0,TRUE
3065,15783,13883,NW 17 AV@NW 27 ST,D17V#271,46,MI_FRG,5,7269     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7269,5,6,0,0,10,5,5,-80.22341,25.80106,1079,17,1,1,29,NW 17 AV NW 27 ST, 6 , 13 , 19 , 26 , (80), 17-NW 17 AV NW 27 ST , 13 , 0 , (14),-20 to 0,TRUE
2077,14825,12925,NW 22 AV@NW 185 TE,D22V1853,48,MI_GRD,5,6222     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6222,5,5,0,0,10,5,5,-80.237451,25.943504,926,17,1,0,30,NW 22 AV NW 185 TE, 2 , 2 , 3 , 26 , (80), 17-NW 22 AV NW 185 TE , 11 , 0 , 2 ,0 to 20,TRUE
2016,15091,13191,NW 183 ST@NW 22 AV,D183#227,48,MI_GRD,53,6521     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6521,5,59,0,0,10,5,5,-80.237079,25.941355,927,17,1,0,31,NW 22 AV NW 183 ST, 70 , 11 , 81 , 26 , (80), 17-NW 22 AV NW 183 ST , 11 , 0 , (28),-50 to -20,TRUE
2078,14826,12926,NW 22 AV@NW 183 ST,D22V1833,48,MI_GRD,77,6223     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6223,5,85,0,0,10,5,5,-80.237392,25.941572,927,17,1,0,31,NW 22 AV NW 183 ST, 70 , 11 , 81 , 26 , (80), 17-NW 22 AV NW 183 ST , 11 , 0 , (4),-20 to 0,TRUE
2068,14827,12927,NW 22 AV@NW 181 ST,D22V1814,48,MI_GRD,20,6224     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6224,5,22,0,0,10,5,5,-80.237355,25.939196,928,17,1,0,32,NW 22 AV NW 181 ST, 19 , 1 , 20 , 26 , (80), 17-NW 22 AV NW 181 ST , 11 , 0 , (0),-20 to 0,TRUE
3032,15784,13884,NW 17 AV@NW 29 ST,D17V#292,46,MI_FRG,24,7270     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7270,5,26,0,0,10,5,5,-80.22353,25.80342,1082,17,1,1,32,NW 17 AV NW 29 ST, 20 , 52 , 72 , 26 , (80), 17-NW 17 AV NW 29 ST , 13 , 0 , (48),-50 to -20,TRUE
2069,14828,12928,NW 22 AV@NW 179 ST,D22V1794,48,MI_GRD,7,6225     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6225,5,8,0,0,10,5,5,-80.237262,25.937238,929,17,1,0,33,NW 22 AV NW 179 ST, 11 , 1 , 12 , 26 , (80), 17-NW 22 AV NW 179 ST , 11 , 0 , (5),-20 to 0,TRUE
3033,15785,13885,NW 17 AV@NW 31 ST,D17V#312,46,MI_FRG,26,7271     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7271,5,29,0,0,10,5,5,-80.22361,25.80554,1083,17,1,1,33,NW 17 AV NW 31 ST, 23 , 22 , 45 , 26 , (80), 17-NW 17 AV NW 31 ST , 13 , 0 , (19),-20 to 0,TRUE
2062,14829,12929,NW 22 AV@NW 175 ST,D22V1754,48,MI_GRD,27,6226     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6226,5,30,0,0,10,5,5,-80.23707,25.933608,930,17,1,0,34,NW 22 AV NW 175 ST, 31 , 3 , 34 , 26 , (80), 17-NW 22 AV NW 175 ST , 11 , 0 , (7),-20 to 0,TRUE
3034,15786,13886,NW 17 AV@NW 33 ST,D17V#331,46,MI_FRG,14,7272     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7272,5,16,0,0,10,5,5,-80.22364,25.80678,1084,17,1,1,34,NW 17 AV NW 33 ST, 14 , 20 , 34 , 26 , (80), 17-NW 17 AV NW 33 ST , 13 , 0 , (20),-50 to -20,TRUE
2063,14830,12930,NW 22 AV@NW 171 ST,D22V1713,48,MI_GRD,10,6227     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6227,5,11,0,0,10,5,5,-80.236906,25.930354,931,17,1,0,35,NW 22 AV NW 171 ST, 9 , 1 , 10 , 26 , (80), 17-NW 22 AV NW 171 ST , 11 , 0 , 0 ,0 to 20,TRUE
3035,15787,13887,NW 17 AV@NW 34 ST,D17V#342,46,MI_FRG,18,7273     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7273,5,20,0,0,10,5,5,-80.22372,25.80791,1085,17,1,1,35,NW 17 AV NW 34 ST, 11 , 37 , 48 , 26 , (80), 17-NW 17 AV NW 34 ST , 13 , 0 , (30),-50 to -20,TRUE
386,10106,8206,NW 17 AV@NW 36 ST,17AV36SN,46,MI_FRG,65,142      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,142,5,72,0,0,10,5,5,-80.223794,25.809777,1086,17,1,1,36,NW 17 AV NW 36 ST, 55 , 72 , 127 , 26 , (80), 17-NW 17 AV NW 36 ST , 12 , 0 , (62),-100 to -50,TRUE
2064,14831,12931,NW 22 AV@NW 169 ST,D22V1693,48,MI_GRD,5,6228     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6228,5,5,0,0,10,5,5,-80.236845,25.928861,932,17,1,0,36,NW 22 AV NW 169 ST, 4 , 1 , 5 , 26 , (80), 17-NW 22 AV NW 169 ST , 11 , 0 , (0),-20 to 0,TRUE
2065,14832,12932,NW 22 AV@NW 167 ST,D22V1673,48,MI_GRD,4,6229     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6229,5,4,0,0,10,5,5,-80.236754,25.927111,933,17,1,0,37,NW 22 AV NW 167 ST, 3 , 2 , 5 , 26 , (80), 17-NW 22 AV NW 167 ST , 11 , 0 , (1),-20 to 0,TRUE
2870,15788,13888,NW 17 AV@NW 38 ST,D17V#381,46,MI_FRG,26,7274     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7274,5,29,0,0,10,5,5,-80.22385,25.81086,1087,17,1,1,37,NW 17 AV NW 38 ST, 21 , 5 , 26 , 26 , (80), 17-NW 17 AV NW 38 ST , 12 , 0 , (0),-20 to 0,TRUE
2148,14833,12933,NW 22 AV@NW 166 ST,D22V1664,48,MI_GRD,5,6230     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6230,5,6,0,0,10,5,5,-80.236719,25.925396,934,17,1,0,38,NW 22 AV NW 166 ST, 5 , 5 , 10 , 26 , (80), 17-NW 22 AV NW 166 ST , 11 , 0 , (5),-20 to 0,TRUE
2846,15789,13889,NW 17 AV@NW 40 ST,D17V#401,46,MI_FRG,11,7275     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7275,5,12,0,0,10,5,5,-80.22393,25.81254,1088,17,1,1,38,NW 17 AV NW 40 ST, 9 , 7 , 16 , 26 , (80), 17-NW 17 AV NW 40 ST , 12 , 0 , (5),-20 to 0,TRUE
2149,14834,12934,NW 22 AV@E BUNCHE PARK DR N,D22VBPN4,48,MI_GRD,24,6231     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6231,5,26,0,0,10,5,5,-80.236589,25.922091,935,17,1,0,39,NW 22 AV E BUNCHE PARK DR N, 7 , 7 , 15 , 26 , (80), 17-NW 22 AV E BUNCHE PARK DR N , 11 , 0 , 9 ,0 to 20,TRUE
2154,14842,12942,W BUNCHE PARK DR@NW 22 CT,WBNC#226,48,MI_GRD,5,6239     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6239,5,5,0,0,10,5,5,-80.237165,25.922502,935,17,1,0,39,NW 22 AV E BUNCHE PARK DR N, 7 , 7 , 15 , 26 , (80), 17-NW 22 AV E BUNCHE PARK DR N , 11 , 0 , (10),-20 to 0,TRUE
2155,14843,12943,W BUNCHE PARK DR@NW 22 CT,WBNC#227,48,MI_GRD,1,6240     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6240,5,1,0,0,10,5,5,-80.237299,25.922627,935,17,1,0,39,NW 22 AV E BUNCHE PARK DR N, 7 , 7 , 15 , 26 , (80), 17-NW 22 AV E BUNCHE PARK DR N , 11 , 0 , (14),-20 to 0,TRUE
2847,15790,13890,NW 17 AV@NW 43 ST,D17V#431,46,MI_FRG,15,7276     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7276,5,17,0,0,10,5,5,-80.22401,25.81461,1089,17,1,1,39,NW 17 AV NW 43 ST, 15 , 13 , 29 , 26 , (80), 17-NW 17 AV NW 43 ST , 12 , 0 , (14),-20 to 0,TRUE
2150,14835,12935,NW 22 AV@NW 158 ST,D22V1583,48,MI_GRD,11,6232     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6232,5,12,0,0,10,5,5,-80.236461,25.918766,936,17,1,0,40,NW 22 AV NW 158 ST, 3 , 2 , 6 , 26 , (80), 17-NW 22 AV NW 158 ST , 11 , 0 , 5 ,0 to 20,TRUE
2151,14836,12936,NW 22 AV@W BUNCHE PARK DR,D22VBPD4,48,MI_GRD,88,6233     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,6233,5,97,0,0,10,5,5,-80.236382,25.916848,937,17,1,0,41,NW 22 AV W BUNCHE PARK DR, 18 , 13 , 31 , 26 , (80), 17-NW 22 AV W BUNCHE PARK DR , 11 , 0 , 57 ,50 to 100,TRUE
2916,14040,12140,NW 46 ST@NW 19 AV,D46S#195,46,MI_FRG,24,5241     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5241,5,26,0,0,10,5,5,-80.22852,25.81686,1091,17,1,1,41,NW 46 ST NW 19 AV, 17 , 9 , 26 , 26 , (80), 17-NW 46 ST NW 19 AV , 12 , 0 , (2),-20 to 0,TRUE
269,10098,8198,NW 22 AV@NW 151 ST,22AV151S,48,MI_GRD,52,132      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,132,5,57,0,0,10,5,5,-80.236251,25.912256,939,17,1,0,43,NW 22 AV NW 151 ST, 19 , 6 , 25 , 26 , (80), 17-NW 22 AV NW 151 ST , 11 , 0 , 27 ,20 to 50,TRUE
391,10101,8201,EARLINGTON HGTS STA@2100 NW 41 ST,EARLHGTT,46,MI_FRG,761,136      M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,136,5,841,0,0,10,5,5,-80.229885,25.812707,1095,17,1,1,45,EARLINGTON HGTS STA 2100 NW, 230 , 71 , 302 , 26 , (80), 17-EARLINGTON HGTS STA 2100 NW , 12 , 0 , 459 ,100 to 500,TRUE
2915,14039,12139,NW 46 ST@NW 22 AV,D46S#226,46,MI_FRG,44,5240     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,5240,5,49,0,0,10,5,5,-80.23196,25.81675,1097,17,1,1,48,NW 46 ST NW 22 AV, 26 , 12 , 38 , 26 , (80), 17-NW 46 ST NW 22 AV , 12 , 0 , 6 ,0 to 20,TRUE
2848,15791,13891,NW 17 AV@NW 46 ST,D17V#462,46,MI_FRG,29,7277     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,7277,5,32,0,0,10,5,5,-80.22414,25.8174,1099,17,1,1,51,NW 17 AV NW 46 ST, 24 , 7 , 31 , 26 , (80), 17-NW 17 AV NW 46 ST , 12 , 0 , (2),-20 to 0,TRUE
4631,17719,15819,NW 46 ST@NW 16 AV (W/F),D46S#168,46,MI_FRG,1,9605     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9605,5,1,0,0,10,5,5,-80.22365,25.81719,1099,17,1,1,51,NW 17 AV NW 46 ST, 24 , 7 , 31 , 26 , (80), 17-NW 17 AV NW 46 ST , 12 , 0 , (30),-50 to -20,TRUE
4632,17723,15823,NW 46 ST@NW 17 AV (E/F),D46S#176,46,MI_FRG,1,9623     M,NA,NA,NA,1,0,M,NA,1,5,0,10,0,9623,5,1,0,0,10,5,5,-80.22399,25.81701,1099,17,1,1,51,NW 17 AV NW 46 ST, 24 , 7 , 31 , 26 , (80), 17-NW 17 AV NW 46 ST , 12 , 0 , (30),-50 to -20,TRUE
